日期,縣市,表燈非營業用電售電量(度),表燈非營業用電抄表戶數,表燈非營業用電佔比(%),表燈營業用電(住宅用)售電量(度),表燈營業用電(住宅用)抄表戶數,表燈營業用電(住宅用)用電佔比(%),無法歸類之家庭用電(電力用電)售電量(度),無法歸類之家庭用電(電力用電)抄表戶數,無法歸類之家庭用電(電力用電)用電佔比(%),合計
2021年07月,新北市,869721708,950011,0.179,6564668,3762,0.1915,76794645,11399,0.2992,953081021
2021年07月,台北市,543081183,538731,0.1118,2624962,1789,0.0766,63675068,8242,0.2481,609381213
2021年07月,桃園市,423946924,545381,0.0873,3524875,1869,0.1028,26843350,3816,0.1046,454315149
2021年07月,台中市,591620897,782167,0.1218,6314144,4007,0.1842,32676402,4956,0.1273,630611443
2021年07月,台南市,396110199,619144,0.0815,2083564,1664,0.0608,9996327,1574,0.0389,408190090
2021年07月,高雄市,634583943,946215,0.1306,3584605,3209,0.1046,25169596,4434,0.0981,663338144
2021年07月,宜蘭縣,88373121,143657,0.0182,524470,498,0.0153,1223303,315,0.0048,90120894
2021年07月,新竹縣,117125394,159374,0.0241,860537,603,0.0251,5476575,838,0.0213,123462506
2021年07月,苗栗縣,115749556,181591,0.0238,542944,506,0.0158,827679,195,0.0032,117120179
2021年07月,彰化縣,235991315,413496,0.0486,3225094,2878,0.0941,1447491,402,0.0056,240663900
2021年07月,南投縣,72475776,137136,0.0149,491844,464,0.0144,457466,124,0.0018,73425086
2021年07月,雲林縣,138510090,271055,0.0285,731854,775,0.0214,500317,204,0.0019,139742261
2021年07月,嘉義縣,95529484,182653,0.0197,567094,534,0.0165,323143,103,0.0013,96419721
2021年07月,屏東縣,166585846,286844,0.0343,1112561,1289,0.0325,869779,321,0.0034,168568186
2021年07月,台東縣,38522848,60192,0.0079,141012,145,0.0041,276596,84,0.0011,38940456
2021年07月,花蓮縣,62610435,92899,0.0129,142431,102,0.0042,527219,147,0.0021,63280085
2021年07月,基隆市,63884183,89475,0.0131,238736,246,0.007,3300126,941,0.0129,67423045
2021年07月,新竹市,113621235,135605,0.0234,426287,329,0.0124,5267415,932,0.0205,119314937
2021年07月,嘉義市,54864296,82273,0.0113,188677,212,0.0055,884674,247,0.0034,55937647
2021年07月,澎湖縣,20259372,24000,0.0042,202931,182,0.0059,69105,19,0.0003,20531408
2021年07月,金門縣,12798384,18152,0.0026,139148,106,0.0041,47340,48,0.0002,12984872
2021年07月,連江縣,2874373,1996,0.0006,42088,23,0.0012,7460,11,0,2923921
2021年07月,合計,4858840562,6662047,1,34274526,25192,1,256661076,39352,1,5149776164
2021年06月,新北市,684674777,950591,0.1665,5738590,3573,0.1786,71679818,11384,0.2959,762093185
2021年06月,台北市,409193300,506608,0.0995,2407042,1759,0.0749,58880461,8234,0.2431,470480803
2021年06月,桃園市,436843300,631536,0.1062,3460138,2041,0.1077,25375747,3803,0.1048,465679185
2021年06月,台中市,504394428,792767,0.1226,6183860,3881,0.1925,31333607,4952,0.1294,541911895
2021年06月,台南市,362082600,614252,0.088,2255457,1768,0.0702,9752911,1575,0.0403,374090968
2021年06月,高雄市,429199418,732525,0.1044,3081453,2716,0.0959,24500360,4437,0.1012,456781231
2021年06月,宜蘭縣,82434830,153082,0.02,491277,420,0.0153,1177270,315,0.0049,84103377
2021年06月,新竹縣,111763013,171056,0.0272,919028,619,0.0286,5017913,835,0.0207,117699954
2021年06月,苗栗縣,88158255,166443,0.0214,394678,352,0.0123,792690,194,0.0033,89345623
2021年06月,彰化縣,217231745,400899,0.0528,3214524,3071,0.1,1426970,402,0.0059,221873239
2021年06月,南投縣,87932829,167041,0.0214,541008,541,0.0168,467081,123,0.0019,88940918
2021年06月,雲林縣,140161189,276609,0.0341,511847,577,0.0159,514028,204,0.0021,141187064
2021年06月,嘉義縣,85596509,176564,0.0208,453242,451,0.0141,309374,103,0.0013,86359125
2021年06月,屏東縣,153462151,266399,0.0373,1090751,1159,0.0339,902035,320,0.0037,155454937
2021年06月,台東縣,39356406,65910,0.0096,139255,150,0.0043,269896,84,0.0011,39765557
2021年06月,花蓮縣,62270539,98576,0.0151,126233,100,0.0039,600170,146,0.0025,62996942
2021年06月,基隆市,60902739,100679,0.0148,271865,262,0.0085,3188613,941,0.0132,64363217
2021年06月,新竹市,81445354,114105,0.0198,402445,305,0.0125,5018694,929,0.0207,86866493
2021年06月,嘉義市,48872296,81172,0.0119,230992,207,0.0072,879202,247,0.0036,49982490
2021年06月,澎湖縣,15679823,24487,0.0038,88480,83,0.0028,64156,19,0.0003,15832459
2021年06月,金門縣,9158827,14441,0.0022,103407,106,0.0032,46961,48,0.0002,9309195
2021年06月,連江縣,1958529,2272,0.0005,24981,29,0.0008,6756,11,0,1990266
2021年06月,合計,4112772857,6508014,1,32130553,24170,1,242204713,39306,1,4387108123
2021年05月,新北市,523723513,947897,0.1597,5678057,3781,0.1883,73067631,11355,0.2959,602469201
2021年05月,台北市,330161459,538493,0.1007,2201767,1804,0.073,58227391,8231,0.2358,390590617
2021年05月,桃園市,294312489,543302,0.0898,3129051,1876,0.1037,25754814,3798,0.1043,323196354
2021年05月,台中市,393578490,779895,0.12,5612160,4026,0.1861,32259186,4941,0.1306,431449836
2021年05月,台南市,277467529,616913,0.0846,1790749,1675,0.0594,10435402,1567,0.0423,289693680
2021年05月,高雄市,442323299,944759,0.1349,3347601,3231,0.111,25917214,4431,0.105,471588114
2021年05月,宜蘭縣,62302439,143467,0.019,465937,496,0.0154,1287370,314,0.0052,64055746
2021年05月,新竹縣,77760246,159016,0.0237,722287,600,0.0239,4955007,831,0.0201,83437540
2021年05月,苗栗縣,76351771,181197,0.0233,436669,513,0.0145,778961,194,0.0032,77567401
2021年05月,彰化縣,176105866,412723,0.0537,2903608,2893,0.0963,1470728,402,0.006,180480202
2021年05月,南投縣,60062856,136817,0.0183,408509,466,0.0135,489433,123,0.002,60960798
2021年05月,雲林縣,110585187,270571,0.0337,638937,781,0.0212,485913,204,0.002,111710037
2021年05月,嘉義縣,72627899,182179,0.0221,500174,542,0.0166,337983,103,0.0014,73466056
2021年05月,屏東縣,131320463,286387,0.04,1025658,1293,0.034,932098,318,0.0038,133278219
2021年05月,台東縣,28920952,60072,0.0088,130169,146,0.0043,306458,84,0.0012,29357579
2021年05月,花蓮縣,45690371,92646,0.0139,138578,102,0.0046,664965,146,0.0027,46493914
2021年05月,基隆市,42558967,89454,0.013,200647,250,0.0067,3377279,942,0.0137,46136893
2021年05月,新竹市,69886191,135502,0.0213,345248,330,0.0114,5152062,926,0.0209,75383501
2021年05月,嘉義市,37446193,82136,0.0114,162715,213,0.0054,902020,247,0.0037,38510928
2021年05月,澎湖縣,14181513,24067,0.0043,169288,183,0.0056,70505,20,0.0003,14421306
2021年05月,金門縣,9447776,17989,0.0029,116461,105,0.0039,44889,47,0.0002,9609126
2021年05月,連江縣,2382412,1994,0.0007,37604,24,0.0012,8759,11,0,2428775
2021年05月,合計,3279197881,6647476,1,30161874,25330,1,246926068,39235,1,3556285823
2021年04月,新北市,530438183,948017,0.1627,5257906,3582,0.1813,66983155,11311,0.2919,602679244
2021年04月,台北市,312008148,506382,0.0957,2136585,1756,0.0737,52705622,8218,0.2297,366850355
2021年04月,桃園市,357210964,629916,0.1096,3157448,2056,0.1089,24262559,3786,0.1057,384630971
2021年04月,台中市,403014939,790501,0.1236,5514334,3889,0.1902,30660391,4930,0.1336,439189664
2021年04月,台南市,279773353,612775,0.0858,1943538,1774,0.067,9713047,1564,0.0423,291429938
2021年04月,高雄市,328309032,731486,0.1007,2806444,2740,0.0968,24738272,4424,0.1078,355853748
2021年04月,宜蘭縣,70768235,152552,0.0217,476356,413,0.0164,1280890,307,0.0056,72525481
2021年04月,新竹縣,90839565,169564,0.0279,821018,626,0.0283,4974020,822,0.0217,96634603
2021年04月,苗栗縣,70354319,166069,0.0216,370070,359,0.0128,762742,194,0.0033,71487131
2021年04月,彰化縣,181322220,400025,0.0556,2918329,3094,0.1006,1358634,401,0.0059,185599183
2021年04月,南投縣,76441185,166597,0.0234,488678,549,0.0169,451083,122,0.002,77380946
2021年04月,雲林縣,110020850,276155,0.0337,438317,578,0.0151,445329,204,0.0019,110904496
2021年04月,嘉義縣,68503917,176320,0.021,412854,454,0.0142,295021,103,0.0013,69211792
2021年04月,屏東縣,119338316,265996,0.0366,973316,1161,0.0336,902347,318,0.0039,121213979
2021年04月,台東縣,33672800,65936,0.0103,134262,151,0.0046,262741,84,0.0011,34069803
2021年04月,花蓮縣,53138061,98375,0.0163,133442,101,0.0046,619417,146,0.0027,53890920
2021年04月,基隆市,53052509,100651,0.0163,259074,263,0.0089,3211901,943,0.014,56523484
2021年04月,新竹市,60613154,113893,0.0186,357574,307,0.0123,4870745,924,0.0212,65841473
2021年04月,嘉義市,37804667,80885,0.0116,198652,208,0.0069,884732,247,0.0039,38888051
2021年04月,澎湖縣,13225428,24363,0.0041,74982,83,0.0026,72130,20,0.0003,13372540
2021年04月,金門縣,8738280,14323,0.0027,98060,107,0.0034,40782,47,0.0002,8877122
2021年04月,連江縣,2079926,2265,0.0006,26147,29,0.0009,7758,11,0,2113831
2021年04月,合計,3260668051,6493046,1,28997386,24280,1,229503318,39126,1,3519168755
2021年03月,新北市,570308603,946264,0.1637,5648514,3805,0.1923,73688185,11287,0.2934,649645302
2021年03月,台北市,354721289,538024,0.1018,2124406,1824,0.0723,55990388,8216,0.223,412836083
2021年03月,桃園市,334365652,542551,0.0959,3035560,1882,0.1033,26091560,3783,0.1039,363492772
2021年03月,台中市,426716445,778195,0.1225,5413912,4037,0.1843,35060574,4914,0.1396,467190931
2021年03月,台南市,286886738,615551,0.0823,1735090,1680,0.0591,10345210,1554,0.0412,298967038
2021年03月,高雄市,428976924,942720,0.1231,3097796,3246,0.1055,27319479,4418,0.1088,459394199
2021年03月,宜蘭縣,70267926,142866,0.0202,452386,505,0.0154,1479217,306,0.0059,72199529
2021年03月,新竹縣,87355639,158590,0.0251,692268,608,0.0236,5461308,821,0.0217,93509215
2021年03月,苗栗縣,83530627,180844,0.024,456462,520,0.0155,845432,194,0.0034,84832521
2021年03月,彰化縣,188685544,411977,0.0541,2923450,2907,0.0995,1489248,402,0.0059,193098242
2021年03月,南投縣,66830878,136482,0.0192,393955,469,0.0134,521678,121,0.0021,67746511
2021年03月,雲林縣,110029592,270184,0.0316,640289,785,0.0218,537515,205,0.0021,111207396
2021年03月,嘉義縣,76306378,181759,0.0219,476590,545,0.0162,342091,103,0.0014,77125059
2021年03月,屏東縣,126600566,285907,0.0363,966775,1298,0.0329,996377,318,0.004,128563718
2021年03月,台東縣,30825291,59956,0.0088,131223,148,0.0045,315672,83,0.0013,31272186
2021年03月,花蓮縣,49852611,92438,0.0143,142848,103,0.0049,698499,145,0.0028,50693958
2021年03月,基隆市,48883694,89408,0.014,206333,256,0.007,3660505,943,0.0146,52750532
2021年03月,新竹市,75416842,135208,0.0216,362545,336,0.0123,5152230,920,0.0205,80931617
2021年03月,嘉義市,39475273,81845,0.0113,153416,212,0.0052,988959,246,0.0039,40617648
2021年03月,澎湖縣,15220180,24018,0.0044,155887,182,0.0053,79455,20,0.0003,15455522
2021年03月,金門縣,10962328,17884,0.0031,126604,105,0.0043,47697,48,0.0002,11136629
2021年03月,連江縣,2591201,1998,0.0007,36272,23,0.0012,7994,11,0,2635467
2021年03月,合計,3484810221,6634669,1,29372581,25476,1,251119273,39058,1,3765302075
2021年02月,新北市,571565657,945746,0.1707,5264751,3603,0.1845,64230641,11255,0.2913,641061049
2021年02月,台北市,338770585,505851,0.1012,2128501,1777,0.0746,49494819,8194,0.2244,390393905
2021年02月,桃園市,387274356,627918,0.1157,3112927,2075,0.1091,23669797,3778,0.1073,414057080
2021年02月,台中市,414888296,787582,0.1239,5427844,3908,0.1902,30530715,4903,0.1385,450846855
2021年02月,台南市,277524178,611317,0.0829,1858189,1776,0.0651,8526889,1548,0.0387,287909256
2021年02月,高雄市,317325303,729747,0.0948,2671666,2759,0.0936,23947037,4414,0.1086,343944006
2021年02月,宜蘭縣,76735075,151902,0.0229,444264,418,0.0156,1297586,306,0.0059,78476925
2021年02月,新竹縣,95796223,168980,0.0286,804229,632,0.0282,4877271,817,0.0221,101477723
2021年02月,苗栗縣,71604665,165693,0.0214,369992,366,0.013,774213,193,0.0035,72748870
2021年02月,彰化縣,176283600,399365,0.0527,2956421,3110,0.1036,1303591,399,0.0059,180543612
2021年02月,南投縣,76712561,166375,0.0229,492959,551,0.0173,475040,121,0.0022,77680560
2021年02月,雲林縣,96761961,275579,0.0289,430824,585,0.0151,435848,206,0.002,97628633
2021年02月,嘉義縣,62583315,176008,0.0187,409657,460,0.0144,284985,103,0.0013,63277957
2021年02月,屏東縣,112791457,265515,0.0337,906926,1168,0.0318,865417,318,0.0039,114563800
2021年02月,台東縣,32752327,65676,0.0098,122331,150,0.0043,255874,83,0.0012,33130532
2021年02月,花蓮縣,53589767,98242,0.016,127625,104,0.0045,549306,144,0.0025,54266698
2021年02月,基隆市,57915906,100599,0.0173,255474,262,0.009,3109744,942,0.0141,61281124
2021年02月,新竹市,65218955,113751,0.0195,357968,312,0.0125,4928668,907,0.0224,70505591
2021年02月,嘉義市,37788087,80769,0.0113,200967,208,0.007,854007,246,0.0039,38843061
2021年02月,澎湖縣,12676452,24297,0.0038,69269,83,0.0024,59484,20,0.0003,12805205
2021年02月,金門縣,9238407,14239,0.0028,96533,107,0.0034,40417,46,0.0002,9375357
2021年02月,連江縣,2183812,2266,0.0007,26355,29,0.0009,6231,11,0,2216398
2021年02月,合計,3347980945,6477417,1,28535672,24443,1,220517580,38954,1,3597034197
2021年01月,新北市,536490598,945292,0.1647,5751179,3821,0.1915,69009338,11235,0.2917,611251115
2021年01月,台北市,343579157,537550,0.1055,2188395,1830,0.0729,53444046,8192,0.2259,399211598
2021年01月,桃園市,304642800,541125,0.0935,3080413,1900,0.1026,25439606,3762,0.1075,333162819
2021年01月,台中市,395707617,776410,0.1215,5590304,4047,0.1861,32600450,4886,0.1378,433898371
2021年01月,台南市,265641213,614051,0.0815,1757621,1687,0.0585,9396354,1545,0.0397,276795188
2021年01月,高雄市,421578847,938850,0.1294,3230773,3258,0.1076,25277660,4402,0.1069,450087280
2021年01月,宜蘭縣,67080699,142375,0.0206,447133,505,0.0149,1346951,302,0.0057,68874783
2021年01月,新竹縣,79318966,157717,0.0244,746297,608,0.0248,5123610,813,0.0217,85188873
2021年01月,苗栗縣,76190577,180533,0.0234,460647,526,0.0153,803208,193,0.0034,77454432
2021年01月,彰化縣,168711023,410937,0.0518,2941518,2920,0.0979,1377208,399,0.0058,173029749
2021年01月,南投縣,60662798,136575,0.0186,410919,472,0.0137,496652,121,0.0021,61570369
2021年01月,雲林縣,94479127,269474,0.029,617520,789,0.0206,504118,206,0.0021,95600765
2021年01月,嘉義縣,66921902,181334,0.0205,479582,546,0.016,320331,103,0.0014,67721815
2021年01月,屏東縣,121891148,285481,0.0374,976941,1306,0.0325,930537,319,0.0039,123798626
2021年01月,台東縣,28715974,59822,0.0088,123529,147,0.0041,289597,83,0.0012,29129100
2021年01月,花蓮縣,45508060,92248,0.014,150837,103,0.005,652514,143,0.0028,46311411
2021年01月,基隆市,46095596,89413,0.0142,215604,259,0.0072,3328344,939,0.0141,49639544
2021年01月,新竹市,70930407,133199,0.0218,384553,343,0.0128,5138671,904,0.0217,76453631
2021年01月,嘉義市,36746956,81732,0.0113,156644,213,0.0052,940344,246,0.004,37843944
2021年01月,澎湖縣,13957078,23964,0.0043,163088,185,0.0054,74345,20,0.0003,14194511
2021年01月,金門縣,10020107,17782,0.0031,125544,106,0.0042,42082,45,0.0002,10187733
2021年01月,連江縣,2540941,1991,0.0008,33463,23,0.0011,7671,11,0,2582075
2021年01月,合計,3257411591,6617855,1,30032504,25594,1,236543637,38869,1,3523987732
2020年12月,新北市,459469038,944393,0.156,5386088,3625,0.1773,67496940,11205,0.2917,532352066
2020年12月,台北市,276368113,505605,0.0939,2280838,1780,0.0751,53779222,8175,0.2324,332428173
2020年12月,桃園市,293542399,637226,0.0997,3213972,2092,0.1058,24160760,3744,0.1044,320917131
2020年12月,台中市,384446544,780085,0.1306,5808625,3909,0.1912,32134048,4871,0.1389,422389217
2020年12月,台南市,273834250,611162,0.093,1985305,1789,0.0654,9290474,1537,0.0401,285110029
2020年12月,高雄市,341343307,727811,0.1159,3033665,2767,0.0999,24374057,4388,0.1053,368751029
2020年12月,宜蘭縣,60387178,151303,0.0205,442670,423,0.0146,1160613,299,0.005,61990461
2020年12月,新竹縣,77623825,168525,0.0264,861185,634,0.0284,4801154,811,0.0207,83286164
2020年12月,苗栗縣,61376167,165152,0.0208,413083,368,0.0136,739249,190,0.0032,62528499
2020年12月,彰化縣,161791562,398532,0.0549,3120202,3123,0.1027,1379154,396,0.006,166290918
2020年12月,南投縣,70073326,166135,0.0238,537640,552,0.0177,469493,121,0.002,71080459
2020年12月,雲林縣,88210118,275003,0.03,503312,587,0.0166,463479,205,0.002,89176909
2020年12月,嘉義縣,59101081,176020,0.0201,471467,463,0.0155,303028,103,0.0013,59875576
2020年12月,屏東縣,107745028,261132,0.0366,987730,1154,0.0325,904005,317,0.0039,109636763
2020年12月,台東縣,29715641,65542,0.0101,145568,150,0.0048,283823,83,0.0012,30145032
2020年12月,花蓮縣,44911759,98031,0.0153,123752,104,0.0041,651156,143,0.0028,45686667
2020年12月,基隆市,45183327,100587,0.0153,262247,266,0.0086,3212196,938,0.0139,48657770
2020年12月,新竹市,52266763,113576,0.0177,376309,313,0.0124,4779556,903,0.0207,57422628
2020年12月,嘉義市,35912234,80621,0.0122,222807,210,0.0073,902813,246,0.0039,37037854
2020年12月,澎湖縣,11780013,24171,0.004,79486,83,0.0026,71207,20,0.0003,11930706
2020年12月,金門縣,7910290,14195,0.0027,94339,107,0.0031,36885,45,0.0002,8041514
2020年12月,連江縣,1717232,2265,0.0006,25002,29,0.0008,7139,11,0,1749373
2020年12月,合計,2944709195,6467072,1,30375292,24528,1,231400451,38751,1,3206484938
2020年11月,新北市,603370016,944180,0.1575,6419950,3840,0.1898,70089959,11188,0.2897,679879925
2020年11月,台北市,383874981,536848,0.1002,2561348,1835,0.0757,56308347,8165,0.2327,442744676
2020年11月,桃園市,309304703,527929,0.0807,3212060,1884,0.095,24542532,3732,0.1014,337059295
2020年11月,台中市,488281559,777711,0.1274,6158397,4082,0.1821,34888746,4855,0.1442,529328702
2020年11月,台南市,335054341,611705,0.0874,2043246,1689,0.0604,9866139,1534,0.0408,346963726
2020年11月,高雄市,553499761,935847,0.1445,3743898,3283,0.1107,25649184,4375,0.106,582892843
2020年11月,宜蘭縣,69007678,142093,0.018,529692,504,0.0157,1136019,298,0.0047,70673389
2020年11月,新竹縣,87825387,156689,0.0229,841749,614,0.0249,4810847,799,0.0199,93477983
2020年11月,苗栗縣,89401461,180119,0.0233,529163,531,0.0156,760263,189,0.0031,90690887
2020年11月,彰化縣,204707753,410169,0.0534,3168314,2930,0.0937,1427511,395,0.0059,209303578
2020年11月,南投縣,67748809,136248,0.0177,480594,472,0.0142,499335,120,0.0021,68728738
2020年11月,雲林縣,119661568,268656,0.0312,752171,796,0.0222,511530,205,0.0021,120925269
2020年11月,嘉義縣,83079005,180972,0.0217,561757,548,0.0166,321146,103,0.0013,83961908
2020年11月,屏東縣,150001593,288716,0.0392,1184595,1330,0.035,947952,317,0.0039,152134140
2020年11月,台東縣,32564148,59637,0.0085,146687,149,0.0043,310978,83,0.0013,33021813
2020年11月,花蓮縣,50794313,91916,0.0133,173907,104,0.0051,673364,142,0.0028,51641584
2020年11月,基隆市,48653239,89346,0.0127,253944,264,0.0075,3337751,939,0.0138,52244934
2020年11月,新竹市,79574821,132685,0.0208,442382,343,0.0131,4785008,900,0.0198,84802211
2020年11月,嘉義市,45478618,81495,0.0119,190063,214,0.0056,946916,246,0.0039,46615597
2020年11月,澎湖縣,16247735,23840,0.0042,228017,189,0.0067,68164,20,0.0003,16543916
2020年11月,金門縣,10978951,17673,0.0029,158662,106,0.0047,38694,45,0.0002,11176307
2020年11月,連江縣,2312053,1978,0.0006,39312,23,0.0012,8309,11,0,2359674
2020年11月,合計,3831422493,6596452,1,33819908,25730,1,241928694,38661,1,4107171095
2020年10月,新北市,809492453,942758,0.1734,7284606,3658,0.1878,73054689,11163,0.2879,889831748
2020年10月,台北市,500184822,505398,0.1071,3176497,1791,0.0819,61241909,8154,0.2414,564603228
2020年10月,桃園市,502632043,634718,0.1077,4340109,2103,0.1119,26030670,3719,0.1026,533002822
2020年10月,台中市,584020805,778447,0.1251,6994515,3928,0.1803,36897864,4846,0.1454,627913184
2020年10月,台南市,393003543,609841,0.0842,2391799,1795,0.0617,10041952,1530,0.0396,405437294
2020年10月,高雄市,474540140,726553,0.1016,3554206,2777,0.0916,25187153,4367,0.0993,503281499
2020年10月,宜蘭縣,95127494,150890,0.0204,625171,425,0.0161,1244739,299,0.0049,96997404
2020年10月,新竹縣,131343653,167938,0.0281,1190202,640,0.0307,5084411,797,0.02,137618266
2020年10月,苗栗縣,101740179,164844,0.0218,519471,372,0.0134,751948,187,0.003,103011598
2020年10月,彰化縣,246997055,397980,0.0529,3745028,3142,0.0965,1451728,395,0.0057,252193811
2020年10月,南投縣,92930676,165613,0.0199,710582,554,0.0183,449735,119,0.0018,94090993
2020年10月,雲林縣,133967754,274442,0.0287,629420,592,0.0162,520755,204,0.0021,135117929
2020年10月,嘉義縣,85003120,175840,0.0182,564833,464,0.0146,336427,103,0.0013,85904380
2020年10月,屏東縣,146897140,260861,0.0315,1149224,1159,0.0296,946046,318,0.0037,148992410
2020年10月,台東縣,42994942,65239,0.0092,266427,169,0.0069,279078,82,0.0011,43540447
2020年10月,花蓮縣,69974662,97816,0.015,157623,105,0.0041,675641,142,0.0027,70807926
2020年10月,基隆市,75879626,100575,0.0163,377720,271,0.0097,3371459,938,0.0133,79628805
2020年10月,新竹市,95017139,113110,0.0204,524255,316,0.0135,5067984,896,0.02,100609378
2020年10月,嘉義市,53259975,80444,0.0114,283440,215,0.0073,982566,246,0.0039,54525981
2020年10月,澎湖縣,18977356,24057,0.0041,125840,85,0.0032,65630,17,0.0003,19168826
2020年10月,金門縣,12504923,14099,0.0027,147445,107,0.0038,40246,44,0.0002,12692614
2020年10月,連江縣,2529617,2258,0.0005,37634,29,0.001,9185,11,0,2576436
2020年10月,合計,4669019117,6453721,1,38796047,24697,1,253731815,38577,1,4961546979
2020年09月,新北市,946562233,942882,0.1798,8290715,3822,0.1999,86500788,11140,0.2901,1041353736
2020年09月,台北市,603536042,536585,0.1146,3493012,1847,0.0842,73771621,8139,0.2474,680800675
